Sid,Symbol,Interval,OpenValue,LowValue,CloseValue,HighValue,VolumeValue,StartDateTime,EndDateTime
5468,ETHUSDT,1h,1861.17,1864.08,1857.8,1862.66,6148.514,2023-05-03 11:00:00.000,2023-05-03 11:59:59.000
5469,ETHUSDT,1h,1862.67,1863.2,1857.37,1862.77,7859.476,2023-05-03 12:00:00.000,2023-05-03 12:59:59.000
5470,ETHUSDT,1h,1862.77,1863.01,1859.2,1860.44,5455.712,2023-05-03 13:00:00.000,2023-05-03 13:59:59.000
5471,ETHUSDT,1h,1860.44,1869.73,1857.8,1866,10423.08,2023-05-03 14:00:00.000,2023-05-03 14:59:59.000
5472,ETHUSDT,1h,1866,1867.88,1863.81,1865.19,8217.87,2023-05-03 15:00:00.000,2023-05-03 15:59:59.000
5473,ETHUSDT,1h,1865.2,1872.39,1861.06,1868.48,13302.58,2023-05-03 16:00:00.000,2023-05-03 16:59:59.000
5474,ETHUSDT,1h,1868.47,1869.53,1865.29,1868.4,7276.178,2023-05-03 17:00:00.000,2023-05-03 17:59:59.000
5475,ETHUSDT,1h,1868.41,1869.65,1864.37,1864.89,7817.2,2023-05-03 18:00:00.000,2023-05-03 18:59:59.000
5476,ETHUSDT,1h,1864.89,1867.45,1858.53,1859.32,10908.13,2023-05-03 19:00:00.000,2023-05-03 19:59:59.000
5477,ETHUSDT,1h,1859.32,1862.89,1844.08,1850.14,33262.1,2023-05-03 20:00:00.000,2023-05-03 20:59:59.000
5478,ETHUSDT,1h,1850.14,1859.02,1842.64,1856.75,21743.71,2023-05-03 21:00:00.000,2023-05-03 21:59:59.000
5479,ETHUSDT,1h,1856.75,1857.57,1845.69,1848.18,16375.93,2023-05-03 22:00:00.000,2023-05-03 22:59:59.000
5480,ETHUSDT,1h,1848.17,1854.84,1844.34,1853.31,14464.05,2023-05-03 23:00:00.000,2023-05-03 23:59:59.000
5481,ETHUSDT,1h,1853.32,1866.42,1850.9,1865,16927.19,2023-05-04 00:00:00.000,2023-05-04 00:59:59.000
5482,ETHUSDT,1h,1864.99,1888.35,1860.63,1875.12,41272.51,2023-05-04 01:00:00.000,2023-05-04 01:59:59.000
5483,ETHUSDT,1h,1875.11,1894.45,1866.79,1885.1,69973.64,2023-05-04 02:00:00.000,2023-05-04 02:59:59.000
5484,ETHUSDT,1h,1885.1,1893.17,1867.36,1868.01,38208.05,2023-05-04 03:00:00.000,2023-05-04 03:59:59.000
5485,ETHUSDT,1h,1868.02,1877.77,1858.11,1873.48,22885.74,2023-05-04 04:00:00.000,2023-05-04 04:59:59.000
5486,ETHUSDT,1h,1873.47,1898.48,1873.12,1889.67,32924,2023-05-04 05:00:00.000,2023-05-04 05:59:59.000
5487,ETHUSDT,1h,1889.67,1916.52,1889.67,1906.85,36133.45,2023-05-04 06:00:00.000,2023-05-04 06:59:59.000
5488,ETHUSDT,1h,1906.85,1908.7,1898.73,1905.12,13396.04,2023-05-04 07:00:00.000,2023-05-04 07:59:59.000
5489,ETHUSDT,1h,1905.12,1906.15,1895.68,1901.99,15784.11,2023-05-04 08:00:00.000,2023-05-04 08:59:59.000
5490,ETHUSDT,1h,1901.98,1904.13,1897.27,1902.14,9003.593,2023-05-04 09:00:00.000,2023-05-04 09:59:59.000
5491,ETHUSDT,1h,1902.14,1908.21,1898.4,1902.42,11431.54,2023-05-04 10:00:00.000,2023-05-04 10:59:59.000
5492,ETHUSDT,1h,1902.42,1905.33,1898.76,1903.65,9733.63,2023-05-04 11:00:00.000,2023-05-04 11:59:59.000
5493,ETHUSDT,1h,1903.66,1905.55,1900.49,1900.81,9661.08,2023-05-04 12:00:00.000,2023-05-04 12:59:59.000
5494,ETHUSDT,1h,1900.81,1903.92,1897.88,1903.02,10144.48,2023-05-04 13:00:00.000,2023-05-04 13:59:59.000
5495,ETHUSDT,1h,1903.02,1904.43,1897.12,1900.81,8652.83,2023-05-04 14:00:00.000,2023-05-04 14:59:59.000
5496,ETHUSDT,1h,1900.8,1901.53,1896.16,1898.4,12733.69,2023-05-04 15:00:00.000,2023-05-04 15:59:59.000
5497,ETHUSDT,1h,1898.4,1904.48,1896.4,1901.8,8354.404,2023-05-04 16:00:00.000,2023-05-04 16:59:59.000
5498,ETHUSDT,1h,1901.79,1903.06,1898.43,1903.06,6701.538,2023-05-04 17:00:00.000,2023-05-04 17:59:59.000
5499,ETHUSDT,1h,1903.05,1918.26,1901.48,1911.68,26651.06,2023-05-04 18:00:00.000,2023-05-04 18:59:59.000
5500,ETHUSDT,1h,1911.68,1913.14,1902.92,1904.67,10730.37,2023-05-04 19:00:00.000,2023-05-04 19:59:59.000
5501,ETHUSDT,1h,1904.67,1908.2,1893.49,1898.26,19189.67,2023-05-04 20:00:00.000,2023-05-04 20:59:59.000
5502,ETHUSDT,1h,1898.27,1900.5,1876.99,1885.82,56560.28,2023-05-04 21:00:00.000,2023-05-04 21:59:59.000
5503,ETHUSDT,1h,1885.81,1891.65,1884.2,1886.59,18821.88,2023-05-04 22:00:00.000,2023-05-04 22:59:59.000
5504,ETHUSDT,1h,1886.59,1893,1885.6,1885.66,21481.04,2023-05-04 23:00:00.000,2023-05-04 23:59:59.000
5505,ETHUSDT,1h,1885.66,1891.33,1879.47,1886.2,18350.17,2023-05-05 00:00:00.000,2023-05-05 00:59:59.000
5506,ETHUSDT,1h,1886.2,1887.8,1878.15,1882.39,12479.48,2023-05-05 01:00:00.000,2023-05-05 01:59:59.000
5507,ETHUSDT,1h,1882.39,1883.25,1867.4,1872.82,24493.29,2023-05-05 02:00:00.000,2023-05-05 02:59:59.000
5508,ETHUSDT,1h,1872.81,1877.79,1866.71,1876.65,15854.17,2023-05-05 03:00:00.000,2023-05-05 03:59:59.000
5509,ETHUSDT,1h,1876.66,1879.6,1873.41,1877.57,9056.165,2023-05-05 04:00:00.000,2023-05-05 04:59:59.000
5510,ETHUSDT,1h,1877.56,1879.29,1870.64,1876.68,6509.503,2023-05-05 05:00:00.000,2023-05-05 05:59:59.000
5511,ETHUSDT,1h,1876.68,1877.14,1869.75,1871.29,6582.69,2023-05-05 06:00:00.000,2023-05-05 06:59:59.000
5512,ETHUSDT,1h,1871.3,1877.33,1870.92,1877.07,5567.951,2023-05-05 07:00:00.000,2023-05-05 07:59:59.000
5513,ETHUSDT,1h,1877.07,1882,1875.65,1879.39,8588.448,2023-05-05 08:00:00.000,2023-05-05 08:59:59.000
5514,ETHUSDT,1h,1879.39,1902.61,1876.84,1898.94,23356.09,2023-05-05 09:00:00.000,2023-05-05 09:59:59.000
5515,ETHUSDT,1h,1898.93,1909,1892.62,1898.39,19598.78,2023-05-05 10:00:00.000,2023-05-05 10:59:59.000
5516,ETHUSDT,1h,1898.38,1902.1,1894.57,1896.58,13043.52,2023-05-05 11:00:00.000,2023-05-05 11:59:59.000
5517,ETHUSDT,1h,1896.58,1900.78,1896.27,1897.64,9021.23,2023-05-05 12:00:00.000,2023-05-05 12:59:59.000
5518,ETHUSDT,1h,1897.65,1899,1893.26,1896.64,8903.305,2023-05-05 13:00:00.000,2023-05-05 13:59:59.000
5519,ETHUSDT,1h,1896.65,1901.02,1896.54,1898.83,10929.1,2023-05-05 14:00:00.000,2023-05-05 14:59:59.000
5520,ETHUSDT,1h,1898.84,1907.22,1892.72,1895.1,14935.86,2023-05-05 15:00:00.000,2023-05-05 15:59:59.000
5521,ETHUSDT,1h,1895.1,1900.6,1894.4,1895.93,8940.97,2023-05-05 16:00:00.000,2023-05-05 16:59:59.000
5522,ETHUSDT,1h,1895.93,1905.4,1895.6,1899.87,10671.48,2023-05-05 17:00:00.000,2023-05-05 17:59:59.000
5523,ETHUSDT,1h,1899.87,1904.89,1898.81,1904.51,8016.413,2023-05-05 18:00:00.000,2023-05-05 18:59:59.000
5524,ETHUSDT,1h,1904.51,1914.56,1901.16,1911.2,17068,2023-05-05 19:00:00.000,2023-05-05 19:59:59.000
5525,ETHUSDT,1h,1911.19,1920,1888,1905,55524.63,2023-05-05 20:00:00.000,2023-05-05 20:59:59.000
5526,ETHUSDT,1h,1905,1934.45,1899.27,1932,52389.5,2023-05-05 21:00:00.000,2023-05-05 21:59:59.000
5527,ETHUSDT,1h,1932,1956.04,1931.99,1946.41,54384.86,2023-05-05 22:00:00.000,2023-05-05 22:59:59.000
5528,ETHUSDT,1h,1946.42,1955.6,1940.05,1953.34,26907.39,2023-05-05 23:00:00.000,2023-05-05 23:59:59.000
5529,ETHUSDT,1h,1953.34,1998.36,1953.34,1990.76,92328.34,2023-05-06 00:00:00.000,2023-05-06 00:59:59.000
5530,ETHUSDT,1h,1990.76,1995.21,1985.56,1991.12,22628.79,2023-05-06 01:00:00.000,2023-05-06 01:59:59.000
5531,ETHUSDT,1h,1991.12,1995.96,1970.01,1979.49,28273.98,2023-05-06 02:00:00.000,2023-05-06 02:59:59.000
5532,ETHUSDT,1h,1979.49,1991.19,1974.7,1990.97,16692.72,2023-05-06 03:00:00.000,2023-05-06 03:59:59.000
5533,ETHUSDT,1h,1990.97,1994.2,1984.34,1987.69,15718.73,2023-05-06 04:00:00.000,2023-05-06 04:59:59.000
5534,ETHUSDT,1h,1987.7,1992.13,1984.24,1985.22,8926.592,2023-05-06 05:00:00.000,2023-05-06 05:59:59.000
5535,ETHUSDT,1h,1985.22,1992.09,1985,1988.58,7808.041,2023-05-06 06:00:00.000,2023-05-06 06:59:59.000
5536,ETHUSDT,1h,1988.59,1996.97,1988.2,1993.3,11952.13,2023-05-06 07:00:00.000,2023-05-06 07:59:59.000
5537,ETHUSDT,1h,1993.3,2019,1992.13,2002.4,41887.42,2023-05-06 08:00:00.000,2023-05-06 08:59:59.000
5538,ETHUSDT,1h,2002.41,2003.83,1980.44,1983.19,28896.51,2023-05-06 09:00:00.000,2023-05-06 09:59:59.000
5539,ETHUSDT,1h,1983.2,1983.78,1973.72,1979.68,20758.95,2023-05-06 10:00:00.000,2023-05-06 10:59:59.000
5540,ETHUSDT,1h,1979.67,1979.68,1963.02,1970.34,22315.06,2023-05-06 11:00:00.000,2023-05-06 11:59:59.000
5541,ETHUSDT,1h,1970.33,1972.36,1962.25,1965.79,12438.94,2023-05-06 12:00:00.000,2023-05-06 12:59:59.000
5542,ETHUSDT,1h,1965.78,1968.34,1958.27,1959.93,14823.1,2023-05-06 13:00:00.000,2023-05-06 13:59:59.000
5543,ETHUSDT,1h,1959.94,1965.66,1955.66,1963.47,14741.63,2023-05-06 14:00:00.000,2023-05-06 14:59:59.000
5544,ETHUSDT,1h,1963.48,1965.77,1957,1958.92,11520.8,2023-05-06 15:00:00.000,2023-05-06 15:59:59.000
5545,ETHUSDT,1h,1958.91,1958.92,1923,1943.81,49714.14,2023-05-06 16:00:00.000,2023-05-06 16:59:59.000
5546,ETHUSDT,1h,1943.8,1944.52,1935.21,1935.54,11175.38,2023-05-06 17:00:00.000,2023-05-06 17:59:59.000
5547,ETHUSDT,1h,1935.55,1936.6,1921.25,1928.32,28932.05,2023-05-06 18:00:00.000,2023-05-06 18:59:59.000
5548,ETHUSDT,1h,1928.32,1935.72,1926.31,1934.31,13550.51,2023-05-06 19:00:00.000,2023-05-06 19:59:59.000
5549,ETHUSDT,1h,1934.32,1934.6,1904.12,1911.8,57725.21,2023-05-06 20:00:00.000,2023-05-06 20:59:59.000
5550,ETHUSDT,1h,1911.81,1911.81,1891.88,1901,41452.28,2023-05-06 21:00:00.000,2023-05-06 21:59:59.000
5551,ETHUSDT,1h,1900.99,1901,1860,1875.86,74272,2023-05-06 22:00:00.000,2023-05-06 22:59:59.000
5552,ETHUSDT,1h,1875.85,1884.88,1860.87,1877.32,37859.85,2023-05-06 23:00:00.000,2023-05-06 23:59:59.000
5553,ETHUSDT,1h,1877.32,1884.01,1875.89,1882.02,17755,2023-05-07 00:00:00.000,2023-05-07 00:59:59.000
5554,ETHUSDT,1h,1882.03,1889.03,1878.34,1882.42,20094.51,2023-05-07 01:00:00.000,2023-05-07 01:59:59.000
5555,ETHUSDT,1h,1882.41,1903.8,1881.52,1900.26,29267.14,2023-05-07 02:00:00.000,2023-05-07 02:59:59.000
5556,ETHUSDT,1h,1900.26,1907,1896.49,1897.93,18160.99,2023-05-07 03:00:00.000,2023-05-07 03:59:59.000
5557,ETHUSDT,1h,1897.94,1899.54,1893.27,1894.75,11561.02,2023-05-07 04:00:00.000,2023-05-07 04:59:59.000
5558,ETHUSDT,1h,1894.75,1898.7,1884.49,1895.71,13321.34,2023-05-07 05:00:00.000,2023-05-07 05:59:59.000
5559,ETHUSDT,1h,1895.7,1896.07,1891.81,1895.38,8805.231,2023-05-07 06:00:00.000,2023-05-07 06:59:59.000
5560,ETHUSDT,1h,1895.39,1898.54,1892.83,1896.33,7077.911,2023-05-07 07:00:00.000,2023-05-07 07:59:59.000
5561,ETHUSDT,1h,1896.33,1908.25,1893.34,1905.39,15682.87,2023-05-07 08:00:00.000,2023-05-07 08:59:59.000
5562,ETHUSDT,1h,1905.4,1918.6,1894.32,1899.99,28062.49,2023-05-07 09:00:00.000,2023-05-07 09:59:59.000
5563,ETHUSDT,1h,1899.99,1904.35,1889.37,1891.98,18766.55,2023-05-07 10:00:00.000,2023-05-07 10:59:59.000
5564,ETHUSDT,1h,1891.98,1894.66,1887.45,1892.87,9704.657,2023-05-07 11:00:00.000,2023-05-07 11:59:59.000
5565,ETHUSDT,1h,1892.87,1895.6,1890,1895,9060.112,2023-05-07 12:00:00.000,2023-05-07 12:59:59.000
5566,ETHUSDT,1h,1895,1903.47,1894.21,1899.17,12597.22,2023-05-07 13:00:00.000,2023-05-07 13:59:59.000
5567,ETHUSDT,1h,1899.17,1903.97,1897.37,1901.11,9277.02,2023-05-07 14:00:00.000,2023-05-07 14:59:59.000
5568,ETHUSDT,1h,1901.11,1908.74,1901.1,1905.56,13135.97,2023-05-07 15:00:00.000,2023-05-07 15:59:59.000
5569,ETHUSDT,1h,1905.55,1915.24,1902.76,1902.8,17277.88,2023-05-07 16:00:00.000,2023-05-07 16:59:59.000
5570,ETHUSDT,1h,1902.8,1910,1898.75,1904.17,10543.82,2023-05-07 17:00:00.000,2023-05-07 17:59:59.000
5571,ETHUSDT,1h,1904.17,1907.14,1900.01,1905.32,10065.24,2023-05-07 18:00:00.000,2023-05-07 18:59:59.000
5572,ETHUSDT,1h,1905.31,1907.71,1895.66,1902.28,14364.99,2023-05-07 19:00:00.000,2023-05-07 19:59:59.000
5573,ETHUSDT,1h,1902.29,1914.45,1902.28,1911.27,13727.18,2023-05-07 20:00:00.000,2023-05-07 20:59:59.000
5574,ETHUSDT,1h,1911.28,1920.33,1908.69,1913.4,18075.6,2023-05-07 21:00:00.000,2023-05-07 21:59:59.000
5575,ETHUSDT,1h,1913.39,1933.33,1908.75,1927.87,37654.88,2023-05-07 22:00:00.000,2023-05-07 22:59:59.000
5576,ETHUSDT,1h,1927.87,1928.68,1915.04,1916.93,18927.37,2023-05-07 23:00:00.000,2023-05-07 23:59:59.000
5577,ETHUSDT,1h,1916.93,1920.6,1906.29,1914.79,19867.5,2023-05-08 00:00:00.000,2023-05-08 00:59:59.000
5578,ETHUSDT,1h,1914.8,1923.38,1910.02,1912.52,17999.45,2023-05-08 01:00:00.000,2023-05-08 01:59:59.000
5579,ETHUSDT,1h,1912.51,1917.44,1910.29,1910.3,10208.32,2023-05-08 02:00:00.000,2023-05-08 02:59:59.000
5580,ETHUSDT,1h,1910.3,1914.83,1903.38,1912.93,12648.54,2023-05-08 03:00:00.000,2023-05-08 03:59:59.000
5581,ETHUSDT,1h,1912.93,1918.13,1912.88,1917.79,7526.191,2023-05-08 04:00:00.000,2023-05-08 04:59:59.000
5582,ETHUSDT,1h,1917.8,1921.48,1907.41,1907.41,8880.368,2023-05-08 05:00:00.000,2023-05-08 05:59:59.000
5583,ETHUSDT,1h,1907.42,1915.6,1901.54,1907.49,13316.24,2023-05-08 06:00:00.000,2023-05-08 06:59:59.000
5584,ETHUSDT,1h,1907.49,1913.66,1867.59,1870.4,65898.39,2023-05-08 07:00:00.000,2023-05-08 07:59:59.000
5585,ETHUSDT,1h,1870.41,1883.97,1860.84,1881.61,39441.28,2023-05-08 08:00:00.000,2023-05-08 08:59:59.000
5586,ETHUSDT,1h,1881.62,1882.2,1840,1853.39,58279.74,2023-05-08 09:00:00.000,2023-05-08 09:59:59.000
5587,ETHUSDT,1h,1853.39,1860.2,1846.56,1859.25,26680.56,2023-05-08 10:00:00.000,2023-05-08 10:59:59.000
5588,ETHUSDT,1h,1859.26,1867.12,1850,1865.39,18209.27,2023-05-08 11:00:00.000,2023-05-08 11:59:59.000
5589,ETHUSDT,1h,1865.38,1869.28,1857.32,1858.56,17206.07,2023-05-08 12:00:00.000,2023-05-08 12:59:59.000
5590,ETHUSDT,1h,1858.56,1869.62,1858.07,1867.94,11397.37,2023-05-08 13:00:00.000,2023-05-08 13:59:59.000
5591,ETHUSDT,1h,1867.95,1867.95,1859.07,1862.79,14049.2,2023-05-08 14:00:00.000,2023-05-08 14:59:59.000
5592,ETHUSDT,1h,1862.79,1864.1,1838.34,1851.43,34027.42,2023-05-08 15:00:00.000,2023-05-08 15:59:59.000
5593,ETHUSDT,1h,1851.43,1855.37,1835,1842.26,36305.44,2023-05-08 16:00:00.000,2023-05-08 16:59:59.000
5594,ETHUSDT,1h,1842.25,1858.62,1839.69,1856.72,25771.06,2023-05-08 17:00:00.000,2023-05-08 17:59:59.000
5595,ETHUSDT,1h,1856.73,1859.32,1852.89,1856.9,13745.84,2023-05-08 18:00:00.000,2023-05-08 18:59:59.000
5596,ETHUSDT,1h,1856.9,1865.51,1854.46,1862.78,15932.82,2023-05-08 19:00:00.000,2023-05-08 19:59:59.000
5597,ETHUSDT,1h,1862.79,1863.2,1853.55,1855.2,14961.01,2023-05-08 20:00:00.000,2023-05-08 20:59:59.000
5598,ETHUSDT,1h,1855.21,1874,1852.55,1858.92,25978.71,2023-05-08 21:00:00.000,2023-05-08 21:59:59.000
5599,ETHUSDT,1h,1858.92,1869.25,1847.53,1868.62,33357.03,2023-05-08 22:00:00.000,2023-05-08 22:59:59.000
5600,ETHUSDT,1h,1868.62,1876.99,1861.41,1864.69,28036.83,2023-05-08 23:00:00.000,2023-05-08 23:59:59.000
5601,ETHUSDT,1h,1864.68,1867.03,1857.3,1859.59,15545.34,2023-05-09 00:00:00.000,2023-05-09 00:59:59.000
5602,ETHUSDT,1h,1859.59,1862.91,1826.66,1826.81,41131.55,2023-05-09 01:00:00.000,2023-05-09 01:59:59.000
5603,ETHUSDT,1h,1826.66,1834.4,1810.73,1830.73,79004.95,2023-05-09 02:00:00.000,2023-05-09 02:59:59.000
5604,ETHUSDT,1h,1830.73,1840.02,1826.83,1829,25820.22,2023-05-09 03:00:00.000,2023-05-09 03:59:59.000
5605,ETHUSDT,1h,1829,1842.57,1826.48,1840.04,18889.1,2023-05-09 04:00:00.000,2023-05-09 04:59:59.000
5606,ETHUSDT,1h,1840.05,1849.48,1833.57,1840.32,12790.24,2023-05-09 05:00:00.000,2023-05-09 05:59:59.000
5607,ETHUSDT,1h,1840.32,1847.55,1839.24,1847.08,9693.946,2023-05-09 06:00:00.000,2023-05-09 06:59:59.000
5608,ETHUSDT,1h,1847.09,1849.55,1842.4,1847.56,9061.614,2023-05-09 07:00:00.000,2023-05-09 07:59:59.000
5609,ETHUSDT,1h,1847.55,1847.72,1840.82,1842.67,8608.51,2023-05-09 08:00:00.000,2023-05-09 08:59:59.000
5610,ETHUSDT,1h,1842.67,1856.99,1841.76,1850.21,16341.71,2023-05-09 09:00:00.000,2023-05-09 09:59:59.000
5611,ETHUSDT,1h,1850.2,1850.21,1837.09,1846.33,9679.282,2023-05-09 10:00:00.000,2023-05-09 10:59:59.000
5612,ETHUSDT,1h,1846.34,1846.54,1840.7,1843.57,7086.786,2023-05-09 11:00:00.000,2023-05-09 11:59:59.000
5613,ETHUSDT,1h,1843.58,1845.22,1840,1840.29,6516.769,2023-05-09 12:00:00.000,2023-05-09 12:59:59.000
5614,ETHUSDT,1h,1840.3,1844.79,1837.49,1840.92,14144.11,2023-05-09 13:00:00.000,2023-05-09 13:59:59.000
5615,ETHUSDT,1h,1840.91,1842.06,1830.99,1838.55,18462.26,2023-05-09 14:00:00.000,2023-05-09 14:59:59.000
5616,ETHUSDT,1h,1838.54,1850.79,1834.88,1848.62,13625.45,2023-05-09 15:00:00.000,2023-05-09 15:59:59.000
5617,ETHUSDT,1h,1848.61,1849.2,1838.61,1841,11428.72,2023-05-09 16:00:00.000,2023-05-09 16:59:59.000
5618,ETHUSDT,1h,1841,1844.18,1838.37,1840.01,10855.03,2023-05-09 17:00:00.000,2023-05-09 17:59:59.000
5619,ETHUSDT,1h,1840.01,1847.2,1839.24,1841.77,8513.736,2023-05-09 18:00:00.000,2023-05-09 18:59:59.000
5620,ETHUSDT,1h,1841.77,1849.5,1834.06,1846.76,11247.76,2023-05-09 19:00:00.000,2023-05-09 19:59:59.000
5621,ETHUSDT,1h,1846.76,1854.59,1844.82,1847.81,16753.29,2023-05-09 20:00:00.000,2023-05-09 20:59:59.000
5622,ETHUSDT,1h,1847.8,1852,1838.48,1842.79,15071.26,2023-05-09 21:00:00.000,2023-05-09 21:59:59.000
5623,ETHUSDT,1h,1842.78,1851.29,1834.22,1843.07,22360.27,2023-05-09 22:00:00.000,2023-05-09 22:59:59.000
5624,ETHUSDT,1h,1843.08,1848.22,1836.06,1839.49,18950.41,2023-05-09 23:00:00.000,2023-05-09 23:59:59.000
5625,ETHUSDT,1h,1839.49,1853.67,1836,1853.18,22594.29,2023-05-10 00:00:00.000,2023-05-10 00:59:59.000
5626,ETHUSDT,1h,1853.18,1858,1843.96,1847.15,15299.14,2023-05-10 01:00:00.000,2023-05-10 01:59:59.000
5627,ETHUSDT,1h,1847.16,1849.8,1839.55,1843.01,9759.552,2023-05-10 02:00:00.000,2023-05-10 02:59:59.000
5628,ETHUSDT,1h,1843.01,1852.96,1842.21,1852.43,12533.11,2023-05-10 03:00:00.000,2023-05-10 03:59:59.000
5629,ETHUSDT,1h,1852.44,1861.88,1845,1848.54,14886.08,2023-05-10 04:00:00.000,2023-05-10 04:59:59.000
5630,ETHUSDT,1h,1848.54,1849.52,1842.06,1842.99,6778.374,2023-05-10 05:00:00.000,2023-05-10 05:59:59.000
5631,ETHUSDT,1h,1842.99,1844.2,1841.33,1843.96,7743.101,2023-05-10 06:00:00.000,2023-05-10 06:59:59.000
5632,ETHUSDT,1h,1843.97,1849.92,1843.66,1846.52,5157.2,2023-05-10 07:00:00.000,2023-05-10 07:59:59.000
5633,ETHUSDT,1h,1846.53,1855.9,1846.34,1851.46,13744.38,2023-05-10 08:00:00.000,2023-05-10 08:59:59.000
5634,ETHUSDT,1h,1851.46,1858.92,1848.41,1848.62,13620.94,2023-05-10 09:00:00.000,2023-05-10 09:59:59.000
5635,ETHUSDT,1h,1848.61,1849.8,1844.22,1844.49,9615.056,2023-05-10 10:00:00.000,2023-05-10 10:59:59.000
5636,ETHUSDT,1h,1844.48,1846.89,1841.68,1843.73,11399.06,2023-05-10 11:00:00.000,2023-05-10 11:59:59.000
5637,ETHUSDT,1h,1843.72,1845.91,1841,1845.02,6910.692,2023-05-10 12:00:00.000,2023-05-10 12:59:59.000
5638,ETHUSDT,1h,1845.02,1848.79,1843.03,1843.41,5473.373,2023-05-10 13:00:00.000,2023-05-10 13:59:59.000
5639,ETHUSDT,1h,1843.4,1843.41,1834.23,1841.94,12877.6,2023-05-10 14:00:00.000,2023-05-10 14:59:59.000
5640,ETHUSDT,1h,1841.94,1844.39,1838.11,1838.29,13681.34,2023-05-10 15:00:00.000,2023-05-10 15:59:59.000
5641,ETHUSDT,1h,1838.29,1841.15,1835.19,1838,11430.34,2023-05-10 16:00:00.000,2023-05-10 16:59:59.000
5642,ETHUSDT,1h,1838,1841.2,1834.67,1839.79,8061.279,2023-05-10 17:00:00.000,2023-05-10 17:59:59.000
5643,ETHUSDT,1h,1839.79,1844.2,1838.69,1843.15,10882.31,2023-05-10 18:00:00.000,2023-05-10 18:59:59.000
5644,ETHUSDT,1h,1843.16,1851,1842.91,1850.49,11251.9,2023-05-10 19:00:00.000,2023-05-10 19:59:59.000
5645,ETHUSDT,1h,1850.5,1881.36,1846.84,1877.1,74715.08,2023-05-10 20:00:00.000,2023-05-10 20:59:59.000
5646,ETHUSDT,1h,1877.1,1887.47,1868.74,1875.2,49355.91,2023-05-10 21:00:00.000,2023-05-10 21:59:59.000
5647,ETHUSDT,1h,1875.21,1882.57,1866.7,1871,29100.26,2023-05-10 22:00:00.000,2023-05-10 22:59:59.000
5648,ETHUSDT,1h,1870.99,1878.18,1868.99,1872.84,26186.59,2023-05-10 23:00:00.000,2023-05-10 23:59:59.000
5649,ETHUSDT,1h,1872.84,1880,1872.31,1872.92,20635.3,2023-05-11 00:00:00.000,2023-05-11 00:59:59.000
5650,ETHUSDT,1h,1872.92,1874.91,1790.51,1830.41,152240.4,2023-05-11 01:00:00.000,2023-05-11 01:59:59.000
5651,ETHUSDT,1h,1830.4,1839.57,1824.2,1834.89,31797.5,2023-05-11 02:00:00.000,2023-05-11 02:59:59.000
5652,ETHUSDT,1h,1834.9,1863.8,1833.4,1849.4,39659.29,2023-05-11 03:00:00.000,2023-05-11 03:59:59.000
5653,ETHUSDT,1h,1849.41,1862.99,1846.51,1857.38,27904.13,2023-05-11 04:00:00.000,2023-05-11 04:59:59.000
5654,ETHUSDT,1h,1857.39,1857.56,1826.84,1837.92,33157.03,2023-05-11 05:00:00.000,2023-05-11 05:59:59.000
5655,ETHUSDT,1h,1837.92,1844.18,1834.48,1842.42,15535.18,2023-05-11 06:00:00.000,2023-05-11 06:59:59.000
5656,ETHUSDT,1h,1842.43,1847,1836.66,1840.84,10698.44,2023-05-11 07:00:00.000,2023-05-11 07:59:59.000
5657,ETHUSDT,1h,1840.83,1842.02,1826.96,1831.42,24752.43,2023-05-11 08:00:00.000,2023-05-11 08:59:59.000
5658,ETHUSDT,1h,1831.42,1837.21,1827.44,1834.77,12080.99,2023-05-11 09:00:00.000,2023-05-11 09:59:59.000
5659,ETHUSDT,1h,1834.76,1835.41,1829.82,1832.8,9951.976,2023-05-11 10:00:00.000,2023-05-11 10:59:59.000
5660,ETHUSDT,1h,1832.8,1832.8,1821.35,1827.61,20157.63,2023-05-11 11:00:00.000,2023-05-11 11:59:59.000
5661,ETHUSDT,1h,1827.61,1830,1824.83,1829.54,9960.539,2023-05-11 12:00:00.000,2023-05-11 12:59:59.000
5662,ETHUSDT,1h,1829.55,1833.18,1825.43,1832.22,12816.99,2023-05-11 13:00:00.000,2023-05-11 13:59:59.000
5663,ETHUSDT,1h,1832.22,1832.92,1827.62,1831.14,8867.483,2023-05-11 14:00:00.000,2023-05-11 14:59:59.000
5664,ETHUSDT,1h,1831.14,1835.36,1826.96,1829.41,15174.37,2023-05-11 15:00:00.000,2023-05-11 15:59:59.000
5665,ETHUSDT,1h,1829.41,1829.42,1808,1818.78,49134.99,2023-05-11 16:00:00.000,2023-05-11 16:59:59.000
5666,ETHUSDT,1h,1818.78,1823.48,1817.21,1820.36,11431.16,2023-05-11 17:00:00.000,2023-05-11 17:59:59.000
5667,ETHUSDT,1h,1820.36,1825.81,1819.21,1822.71,8195.232,2023-05-11 18:00:00.000,2023-05-11 18:59:59.000
5668,ETHUSDT,1h,1822.71,1824.5,1818.87,1820.84,9406.74,2023-05-11 19:00:00.000,2023-05-11 19:59:59.000
5669,ETHUSDT,1h,1820.83,1839,1815.52,1819.26,36919.32,2023-05-11 20:00:00.000,2023-05-11 20:59:59.000
5670,ETHUSDT,1h,1819.26,1823.59,1801,1807.45,43796.35,2023-05-11 21:00:00.000,2023-05-11 21:59:59.000
